{'loss': 3.9422, 'grad_norm': 2.740760564804077, 'learning_rate': 1.9999719601419928e-05, 'epoch': 0.004020068180356339, 'step': 250, 'perplexity': 51.53184674770432}
{'loss': 3.5927, 'grad_norm': 3.5971264839172363, 'learning_rate': 1.985255467185386e-05, 'epoch': 0.05628095452498874, 'step': 3500, 'perplexity': 36.33204012363086}
{'loss': 3.6368, 'grad_norm': 2.7966365814208984, 'learning_rate': 1.9830124549606077e-05, 'epoch': 0.060301022705345084, 'step': 3750, 'perplexity': 37.97013767021588}
{'loss': 3.627, 'grad_norm': 2.480848550796509, 'learning_rate': 1.9806121467458297e-05, 'epoch': 0.06432109088570143, 'step': 4000, 'perplexity': 37.5998477054245}
{'eval_loss': 3.618048906326294, 'eval_runtime': 9.0375, 'eval_samples_per_second': 276.625, 'eval_steps_per_second': 34.634, 'epoch': 0.06432109088570143, 'step': 4000}
{'loss': 3.6244, 'grad_norm': 3.0154483318328857, 'learning_rate': 1.978054926624545e-05, 'epoch': 0.06834115906605776, 'step': 4250, 'perplexity': 37.502215078804724}
{'loss': 3.6286, 'grad_norm': 2.72544527053833, 'learning_rate': 1.9753412037883856e-05, 'epoch': 0.0723612272464141, 'step': 4500, 'perplexity': 37.660055615236686}
{'loss': 3.5753, 'grad_norm': 2.9114766120910645, 'learning_rate': 1.972471412471646e-05, 'epoch': 0.07638129542677044, 'step': 4750, 'perplexity': 35.70533080831914}
{'loss': 3.6175, 'grad_norm': 3.150799512863159, 'learning_rate': 1.9694460118818007e-05, 'epoch': 0.08040136360712678, 'step': 5000, 'perplexity': 37.24434048522546}
{'eval_loss': 3.6129348278045654, 'eval_runtime': 9.0309, 'eval_samples_per_second': 276.827, 'eval_steps_per_second': 34.659, 'epoch': 0.08040136360712678, 'step': 5000}
{'loss': 3.6354, 'grad_norm': 2.8559281826019287, 'learning_rate': 1.966265486126022e-05, 'epoch': 0.08442143178748311, 'step': 5250, 'perplexity': 37.91701667085356}
{'loss': 3.5917, 'grad_norm': 2.590522050857544, 'learning_rate': 1.9629439919981487e-05, 'epoch': 0.08844149996783945, 'step': 5500, 'perplexity': 36.29572624347347}
{'loss': 3.62, 'grad_norm': 2.41683030128479, 'learning_rate': 1.9594553826740184e-05, 'epoch': 0.0924615681481958, 'step': 5750, 'perplexity': 37.33756782205366}
{'loss': 3.5963, 'grad_norm': 2.6132619380950928, 'learning_rate': 1.955813246826886e-05, 'epoch': 0.09648163632855213, 'step': 6000, 'perplexity': 36.463071182468326}
{'eval_loss': 3.607788324356079, 'eval_runtime': 8.9996, 'eval_samples_per_second': 277.79, 'eval_steps_per_second': 34.779, 'epoch': 0.09648163632855213, 'step': 6000}
{'loss': 3.5814, 'grad_norm': 2.770230770111084, 'learning_rate': 1.9520181672503477e-05, 'epoch': 0.10050170450890847, 'step': 6250, 'perplexity': 35.92379897673059}
{'loss': 3.5982, 'grad_norm': 2.661234140396118, 'learning_rate': 1.9480707512111743e-05, 'epoch': 0.10452177268926481, 'step': 6500, 'perplexity': 36.53241687526168}
{'loss': 3.5653, 'grad_norm': 3.069781541824341, 'learning_rate': 1.94397163035214e-05, 'epoch': 0.10854184086962115, 'step': 6750, 'perplexity': 35.35005683073542}
{'loss': 3.5869, 'grad_norm': 3.346186637878418, 'learning_rate': 1.939721460590949e-05, 'epoch': 0.11256190904997748, 'step': 7000, 'perplexity': 36.12192421607033}
{'eval_loss': 3.6046578884124756, 'eval_runtime': 8.9748, 'eval_samples_per_second': 278.559, 'eval_steps_per_second': 34.876, 'epoch': 0.11256190904997748, 'step': 7000}
{'loss': 3.6422, 'grad_norm': 2.8265042304992676, 'learning_rate': 1.935320922015283e-05, 'epoch': 0.11658197723033382, 'step': 7250, 'perplexity': 38.17573101607727}
{'loss': 3.6369, 'grad_norm': 2.160414695739746, 'learning_rate': 1.9307707187739727e-05, 'epoch': 0.12060204541069017, 'step': 7500, 'perplexity': 37.9739348738399}
{'loss': 3.608, 'grad_norm': 2.807485342025757, 'learning_rate': 1.9260715789643285e-05, 'epoch': 0.12462211359104651, 'step': 7750, 'perplexity': 36.89219459203506}
{'loss': 3.5948, 'grad_norm': 2.490861177444458, 'learning_rate': 1.9212242545156304e-05, 'epoch': 0.12864218177140285, 'step': 8000, 'perplexity': 36.40841757614693}
{'eval_loss': 3.6002461910247803, 'eval_runtime': 8.9665, 'eval_samples_per_second': 278.816, 'eval_steps_per_second': 34.908, 'epoch': 0.12864218177140285, 'step': 8000}
{'loss': 3.5867, 'grad_norm': 3.2204673290252686, 'learning_rate': 1.9162295210688123e-05, 'epoch': 0.13266224995175918, 'step': 8250, 'perplexity': 36.114700553617446}
{'loss': 3.6305, 'grad_norm': 2.902127504348755, 'learning_rate': 1.911088177852346e-05, 'epoch': 0.1366823181321155, 'step': 8500, 'perplexity': 37.7316777403782}
{'loss': 3.5754, 'grad_norm': 2.550072431564331, 'learning_rate': 1.905801047554354e-05, 'epoch': 0.14070238631247187, 'step': 8750, 'perplexity': 35.70890151993259}
{'loss': 3.585, 'grad_norm': 2.2969541549682617, 'learning_rate': 1.9003689761909686e-05, 'epoch': 0.1447224544928282, 'step': 9000, 'perplexity': 36.05335771885924}
{'eval_loss': 3.5983006954193115, 'eval_runtime': 8.9955, 'eval_samples_per_second': 277.918, 'eval_steps_per_second': 34.795, 'epoch': 0.1447224544928282, 'step': 9000}
{'loss': 3.5824, 'grad_norm': 2.3982081413269043, 'learning_rate': 1.894792832970955e-05, 'epoch': 0.14874252267318452, 'step': 9250, 'perplexity': 35.959740743595596}
{'loss': 3.622, 'grad_norm': 2.2128446102142334, 'learning_rate': 1.8890966714563103e-05, 'epoch': 0.15276259085354088, 'step': 9500, 'perplexity': 37.41231768264173}
{'loss': 3.6098, 'grad_norm': 2.4277446269989014, 'learning_rate': 1.883235651425198e-05, 'epoch': 0.1567826590338972, 'step': 9750, 'perplexity': 36.95866034353131}
{'loss': 3.5693, 'grad_norm': 2.676647901535034, 'learning_rate': 1.877233301113383e-05, 'epoch': 0.16080272721425357, 'step': 10000, 'perplexity': 35.49174023595765}
{'eval_loss': 3.5954952239990234, 'eval_runtime': 9.0083, 'eval_samples_per_second': 277.52, 'eval_steps_per_second': 34.746, 'epoch': 0.16080272721425357, 'step': 10000}
{'loss': 3.5881, 'grad_norm': 2.9022631645202637, 'learning_rate': 1.8710905809823834e-05, 'epoch': 0.1648227953946099, 'step': 10250, 'perplexity': 36.16529654332128}
{'loss': 3.6185, 'grad_norm': 2.900693893432617, 'learning_rate': 1.8648084739548876e-05, 'epoch': 0.16884286357496622, 'step': 10500, 'perplexity': 37.28160345408987}
{'loss': 3.6147, 'grad_norm': 2.8902273178100586, 'learning_rate': 1.8583879852574704e-05, 'epoch': 0.17286293175532258, 'step': 10750, 'perplexity': 37.14020219351223}
{'loss': 3.5682, 'grad_norm': 2.650003433227539, 'learning_rate': 1.851830142259746e-05, 'epoch': 0.1768829999356789, 'step': 11000, 'perplexity': 35.45272078632985}
{'eval_loss': 3.593082904815674, 'eval_runtime': 9.032, 'eval_samples_per_second': 276.795, 'eval_steps_per_second': 34.655, 'epoch': 0.1768829999356789, 'step': 11000}
{'loss': 3.6281, 'grad_norm': 3.2822606563568115, 'learning_rate': 1.8451359943099713e-05, 'epoch': 0.18090306811603524, 'step': 11250, 'perplexity': 37.641230294151526}
{'loss': 3.5832, 'grad_norm': 2.9745259284973145, 'learning_rate': 1.8383341980386548e-05, 'epoch': 0.1849231362963916, 'step': 11500, 'perplexity': 35.9885200463767}
{'loss': 3.5646, 'grad_norm': 3.229944944381714, 'learning_rate': 1.8313712096597026e-05, 'epoch': 0.18894320447674792, 'step': 11750, 'perplexity': 35.32532044969734}
{'loss': 3.6295, 'grad_norm': 2.520305871963501, 'learning_rate': 1.824275190049233e-05, 'epoch': 0.19296327265710425, 'step': 12000, 'perplexity': 37.69396492218966}
{'eval_loss': 3.5911343097686768, 'eval_runtime': 8.9758, 'eval_samples_per_second': 278.527, 'eval_steps_per_second': 34.872, 'epoch': 0.19296327265710425, 'step': 12000}
{'loss': 3.5812, 'grad_norm': 2.441318988800049, 'learning_rate': 1.8170472746714246e-05, 'epoch': 0.1969833408374606, 'step': 12250, 'perplexity': 35.91661493536332}
{'loss': 3.6141, 'grad_norm': 2.6756956577301025, 'learning_rate': 1.8096886200956566e-05, 'epoch': 0.20100340901781694, 'step': 12500, 'perplexity': 37.117924756095675}
{'loss': 3.6103, 'grad_norm': 2.3945183753967285, 'learning_rate': 1.802200403811442e-05, 'epoch': 0.2050234771981733, 'step': 12750, 'perplexity': 36.97714429430569}
{'loss': 3.6213, 'grad_norm': 4.103084564208984, 'learning_rate': 1.7945838240400118e-05, 'epoch': 0.20904354537852962, 'step': 13000, 'perplexity': 37.38613822414336}
{'eval_loss': 3.588848352432251, 'eval_runtime': 9.0238, 'eval_samples_per_second': 277.046, 'eval_steps_per_second': 34.686, 'epoch': 0.20904354537852962, 'step': 13000}
{'loss': 3.587, 'grad_norm': 2.806208372116089, 'learning_rate': 1.786840099542582e-05, 'epoch': 0.21306361355888595, 'step': 13250, 'perplexity': 36.12553658910759}
{'loss': 3.5885, 'grad_norm': 2.4880447387695312, 'learning_rate': 1.7789704694253368e-05, 'epoch': 0.2170836817392423, 'step': 13500, 'perplexity': 36.17976555554814}
{'loss': 3.5913, 'grad_norm': 2.730768918991089, 'learning_rate': 1.77097619294115e-05, 'epoch': 0.22110374991959864, 'step': 13750, 'perplexity': 36.281210856247064}
{'loss': 3.5837, 'grad_norm': 3.058884382247925, 'learning_rate': 1.7628912638950894e-05, 'epoch': 0.22512381809995496, 'step': 14000, 'perplexity': 36.00651880571474}
{'eval_loss': 3.5865797996520996, 'eval_runtime': 9.0306, 'eval_samples_per_second': 276.837, 'eval_steps_per_second': 34.66, 'epoch': 0.22512381809995496, 'step': 14000}
{'loss': 3.5906, 'grad_norm': 2.402825117111206, 'learning_rate': 1.7546520376712093e-05, 'epoch': 0.22914388628031132, 'step': 14250, 'perplexity': 36.25582289547064}
{'loss': 3.5696, 'grad_norm': 3.4575440883636475, 'learning_rate': 1.7462920563757415e-05, 'epoch': 0.23316395446066765, 'step': 14500, 'perplexity': 35.50238935531647}
{'loss': 3.5937, 'grad_norm': 2.1588327884674072, 'learning_rate': 1.7378126577247316e-05, 'epoch': 0.23718402264102398, 'step': 14750, 'perplexity': 36.36839033583142}
{'loss': 3.5772, 'grad_norm': 2.2516651153564453, 'learning_rate': 1.7292498217389527e-05, 'epoch': 0.24120409082138033, 'step': 15000, 'perplexity': 35.773235425813596}
{'eval_loss': 3.5862245559692383, 'eval_runtime': 9.0344, 'eval_samples_per_second': 276.72, 'eval_steps_per_second': 34.645, 'epoch': 0.24120409082138033, 'step': 15000}
{'loss': 3.555, 'grad_norm': 2.782820463180542, 'learning_rate': 1.720536141715809e-05, 'epoch': 0.24522415900173666, 'step': 15250, 'perplexity': 34.98781996769358}
{'loss': 3.6187, 'grad_norm': 2.496932029724121, 'learning_rate': 1.7117071656502098e-05, 'epoch': 0.24924422718209302, 'step': 15500, 'perplexity': 37.28906052046246}
{'loss': 3.5629, 'grad_norm': 3.0962460041046143, 'learning_rate': 1.7027643063040424e-05, 'epoch': 0.2532642953624493, 'step': 15750, 'perplexity': 35.26531842110764}
{'loss': 3.5745, 'grad_norm': 2.8559863567352295, 'learning_rate': 1.69370899466214e-05, 'epoch': 0.2572843635428057, 'step': 16000, 'perplexity': 35.676777966332104}
{'eval_loss': 3.5843968391418457, 'eval_runtime': 9.0041, 'eval_samples_per_second': 277.65, 'eval_steps_per_second': 34.762, 'epoch': 0.2572843635428057, 'step': 16000}
{'loss': 3.5698, 'grad_norm': 2.7421462535858154, 'learning_rate': 1.6845426797033047e-05, 'epoch': 0.26130443172316203, 'step': 16250, 'perplexity': 35.50949054328265}
{'loss': 3.5859, 'grad_norm': 2.7443325519561768, 'learning_rate': 1.6752668281684505e-05, 'epoch': 0.26532449990351836, 'step': 16500, 'perplexity': 36.08582034679756}
{'loss': 3.591, 'grad_norm': 2.5979630947113037, 'learning_rate': 1.6658829243259026e-05, 'epoch': 0.2693445680838747, 'step': 16750, 'perplexity': 36.270328125481434}
{'loss': 3.5743, 'grad_norm': 2.526733160018921, 'learning_rate': 1.656392469733893e-05, 'epoch': 0.273364636264231, 'step': 17000, 'perplexity': 35.66964332422683}
{'eval_loss': 3.5829975605010986, 'eval_runtime': 9.0071, 'eval_samples_per_second': 277.559, 'eval_steps_per_second': 34.75, 'epoch': 0.273364636264231, 'step': 17000}
{'loss': 3.5905, 'grad_norm': 2.6572816371917725, 'learning_rate': 1.6467969830002934e-05, 'epoch': 0.2773847044445874, 'step': 17250, 'perplexity': 36.252197494454165}
{'loss': 3.5851, 'grad_norm': 2.5953762531280518, 'learning_rate': 1.637097999539611e-05, 'epoch': 0.28140477262494373, 'step': 17500, 'perplexity': 36.056963234903925}
{'loss': 3.5775, 'grad_norm': 2.361260175704956, 'learning_rate': 1.6272970713273048e-05, 'epoch': 0.28542484080530006, 'step': 17750, 'perplexity': 35.78396900639793}
{'loss': 3.5317, 'grad_norm': 3.5628650188446045, 'learning_rate': 1.617395766651445e-05, 'epoch': 0.2894449089856564, 'step': 18000, 'perplexity': 34.18202769678636}
{'eval_loss': 3.5811500549316406, 'eval_runtime': 9.0061, 'eval_samples_per_second': 277.588, 'eval_steps_per_second': 34.754, 'epoch': 0.2894449089856564, 'step': 18000}
{'loss': 3.6137, 'grad_norm': 2.674959421157837, 'learning_rate': 1.6073956698617656e-05, 'epoch': 0.2934649771660127, 'step': 18250, 'perplexity': 37.10308055523133}
{'loss': 3.5713, 'grad_norm': 3.025768756866455, 'learning_rate': 1.597298381116145e-05, 'epoch': 0.29748504534636905, 'step': 18500, 'perplexity': 35.56279474725602}
{'loss': 3.5802, 'grad_norm': 2.256253957748413, 'learning_rate': 1.5871055161245584e-05, 'epoch': 0.30150511352672543, 'step': 18750, 'perplexity': 35.880716272750824}
{'loss': 3.5618, 'grad_norm': 2.8354339599609375, 'learning_rate': 1.5768600380937855e-05, 'epoch': 0.30552518170708176, 'step': 19000, 'perplexity': 35.226547898541185}
{'eval_loss': 3.580317974090576, 'eval_runtime': 8.9854, 'eval_samples_per_second': 278.23, 'eval_steps_per_second': 34.834, 'epoch': 0.30552518170708176, 'step': 19000}
{'loss': 3.543, 'grad_norm': 2.432615041732788, 'learning_rate': 1.5664812945517104e-05, 'epoch': 0.3095452498874381, 'step': 19250, 'perplexity': 34.570475204783854}
{'loss': 3.5341, 'grad_norm': 2.658782482147217, 'learning_rate': 1.5560119059363276e-05, 'epoch': 0.3135653180677944, 'step': 19500, 'perplexity': 34.264163086301096}
{'loss': 3.6033, 'grad_norm': 2.934562921524048, 'learning_rate': 1.54545354749889e-05, 'epoch': 0.31758538624815075, 'step': 19750, 'perplexity': 36.71920811411476}
{'loss': 3.5531, 'grad_norm': 2.856876850128174, 'learning_rate': 1.5348079087270888e-05, 'epoch': 0.32160545442850713, 'step': 20000, 'perplexity': 34.921406222792086}
{'eval_loss': 3.5790317058563232, 'eval_runtime': 9.0275, 'eval_samples_per_second': 276.933, 'eval_steps_per_second': 34.672, 'epoch': 0.32160545442850713, 'step': 20000}
{'loss': 3.5817, 'grad_norm': 3.7578043937683105, 'learning_rate': 1.5240766930747114e-05, 'epoch': 0.32562552260886346, 'step': 20250, 'perplexity': 35.93457773315623}
{'loss': 3.5659, 'grad_norm': 2.4633781909942627, 'learning_rate': 1.5132616176890658e-05, 'epoch': 0.3296455907892198, 'step': 20500, 'perplexity': 35.37127322911688}
{'loss': 3.5875, 'grad_norm': 3.686385154724121, 'learning_rate': 1.5023644131362098e-05, 'epoch': 0.3336656589695761, 'step': 20750, 'perplexity': 36.143603873846914}
{'loss': 3.576, 'grad_norm': 2.4490880966186523, 'learning_rate': 1.4913868231240391e-05, 'epoch': 0.33768572714993245, 'step': 21000, 'perplexity': 35.73033328973253}
{'eval_loss': 3.578078508377075, 'eval_runtime': 8.9989, 'eval_samples_per_second': 277.812, 'eval_steps_per_second': 34.782, 'epoch': 0.33768572714993245, 'step': 21000}
{'loss': 3.593, 'grad_norm': 2.138422727584839, 'learning_rate': 1.4803749833870082e-05, 'epoch': 0.3417057953302888, 'step': 21250, 'perplexity': 36.34294137077327}
{'loss': 3.573, 'grad_norm': 2.7058193683624268, 'learning_rate': 1.4692422086484853e-05, 'epoch': 0.34572586351064516, 'step': 21500, 'perplexity': 35.62330291569715}
{'loss': 3.5796, 'grad_norm': 2.5660359859466553, 'learning_rate': 1.4580343484749952e-05, 'epoch': 0.3497459316910015, 'step': 21750, 'perplexity': 35.859194300224594}
{'loss': 3.5957, 'grad_norm': 3.143197774887085, 'learning_rate': 1.4467531962837557e-05, 'epoch': 0.3537659998713578, 'step': 22000, 'perplexity': 36.44119990179919}
{'eval_loss': 3.576875686645508, 'eval_runtime': 8.9657, 'eval_samples_per_second': 278.842, 'eval_steps_per_second': 34.911, 'epoch': 0.3537659998713578, 'step': 22000}
{'loss': 3.5868, 'grad_norm': 2.6102378368377686, 'learning_rate': 1.4354005572197507e-05, 'epoch': 0.35778606805171415, 'step': 22250, 'perplexity': 36.118312204252334}
{'loss': 3.5884, 'grad_norm': 3.6770191192626953, 'learning_rate': 1.4239782478668813e-05, 'epoch': 0.3618061362320705, 'step': 22500, 'perplexity': 36.17614775988539}
{'loss': 3.5577, 'grad_norm': 2.78731369972229, 'learning_rate': 1.4124880959572878e-05, 'epoch': 0.36582620441242686, 'step': 22750, 'perplexity': 35.0824147270652}
{'loss': 3.5608, 'grad_norm': 2.2122342586517334, 'learning_rate': 1.4009319400788845e-05, 'epoch': 0.3698462725927832, 'step': 23000, 'perplexity': 35.19133895804698}
{'eval_loss': 3.576785087585449, 'eval_runtime': 9.0395, 'eval_samples_per_second': 276.564, 'eval_steps_per_second': 34.626, 'epoch': 0.3698462725927832, 'step': 23000}
{'loss': 3.5651, 'grad_norm': 3.424677610397339, 'learning_rate': 1.3893116293811617e-05, 'epoch': 0.3738663407731395, 'step': 23250, 'perplexity': 35.342987526323284}
{'loss': 3.5545, 'grad_norm': 2.5153603553771973, 'learning_rate': 1.3776758753218267e-05, 'epoch': 0.37788640895349584, 'step': 23500, 'perplexity': 34.970330430458404}
{'loss': 3.584, 'grad_norm': 2.2358529567718506, 'learning_rate': 1.365933081166496e-05, 'epoch': 0.3819064771338522, 'step': 23750, 'perplexity': 36.01732238181185}
{'loss': 3.6117, 'grad_norm': 2.819305896759033, 'learning_rate': 1.3541317325076238e-05, 'epoch': 0.3859265453142085, 'step': 24000, 'perplexity': 37.02894855083592}
{'eval_loss': 3.5746631622314453, 'eval_runtime': 9.0738, 'eval_samples_per_second': 275.517, 'eval_steps_per_second': 34.495, 'epoch': 0.3859265453142085, 'step': 24000}
{'loss': 3.5574, 'grad_norm': 2.830609083175659, 'learning_rate': 1.3422737177290354e-05, 'epoch': 0.3899466134945649, 'step': 24250, 'perplexity': 35.071891581197875}
{'loss': 3.5791, 'grad_norm': 2.8650174140930176, 'learning_rate': 1.3303609342819437e-05, 'epoch': 0.3939666816749212, 'step': 24500, 'perplexity': 35.84126918472679}
{'loss': 3.5927, 'grad_norm': 3.114452362060547, 'learning_rate': 1.3183952883813267e-05, 'epoch': 0.39798674985527754, 'step': 24750, 'perplexity': 36.33204012363086}
{'loss': 3.5708, 'grad_norm': 3.24539852142334, 'learning_rate': 1.3063786947009085e-05, 'epoch': 0.4020068180356339, 'step': 25000, 'perplexity': 35.545017794490946}
{'eval_loss': 3.574355363845825, 'eval_runtime': 9.0227, 'eval_samples_per_second': 277.078, 'eval_steps_per_second': 34.69, 'epoch': 0.4020068180356339, 'step': 25000}
{'loss': 3.5794, 'grad_norm': 2.387434959411621, 'learning_rate': 1.2943130760667835e-05, 'epoch': 0.4060268862159902, 'step': 25250, 'perplexity': 35.85202317850062}
{'loss': 3.5626, 'grad_norm': 2.460719585418701, 'learning_rate': 1.2822003631497369e-05, 'epoch': 0.4100469543963466, 'step': 25500, 'perplexity': 35.25474041236196}
{'loss': 3.5736, 'grad_norm': 2.314358711242676, 'learning_rate': 1.2700424941563088e-05, 'epoch': 0.4140670225767029, 'step': 25750, 'perplexity': 35.644683310923725}
{'loss': 3.5767, 'grad_norm': 2.9633615016937256, 'learning_rate': 1.2578414145186554e-05, 'epoch': 0.41808709075705924, 'step': 26000, 'perplexity': 35.755353279009945}
{'eval_loss': 3.5730061531066895, 'eval_runtime': 9.0386, 'eval_samples_per_second': 276.592, 'eval_steps_per_second': 34.629, 'epoch': 0.41808709075705924, 'step': 26000}
{'loss': 3.5797, 'grad_norm': 2.3209388256073, 'learning_rate': 1.2455990765832517e-05, 'epoch': 0.42210715893741557, 'step': 26250, 'perplexity': 35.86278039895655}
{'loss': 3.5666, 'grad_norm': 2.8623595237731934, 'learning_rate': 1.2333174392984866e-05, 'epoch': 0.4261272271177719, 'step': 26500, 'perplexity': 35.39604178836162}
{'loss': 3.5841, 'grad_norm': 2.3776721954345703, 'learning_rate': 1.2210478155457379e-05, 'epoch': 0.43014729529812823, 'step': 26750, 'perplexity': 36.02092429414264}
{'loss': 3.5612, 'grad_norm': 2.937589168548584, 'learning_rate': 1.2086936187641245e-05, 'epoch': 0.4341673634784846, 'step': 27000, 'perplexity': 35.20541830931272}
{'eval_loss': 3.5726962089538574, 'eval_runtime': 9.0168, 'eval_samples_per_second': 277.262, 'eval_steps_per_second': 34.713, 'epoch': 0.4341673634784846, 'step': 27000}
{'loss': 3.5483, 'grad_norm': 3.207719326019287, 'learning_rate': 1.196306028031901e-05, 'epoch': 0.43818743165884094, 'step': 27250, 'perplexity': 34.754185124622666}
{'loss': 3.5712, 'grad_norm': 2.041865110397339, 'learning_rate': 1.1838870255399726e-05, 'epoch': 0.44220749983919727, 'step': 27500, 'perplexity': 35.55923864558935}
{'loss': 3.5502, 'grad_norm': 2.6734237670898438, 'learning_rate': 1.1714385985055733e-05, 'epoch': 0.4462275680195536, 'step': 27750, 'perplexity': 34.820280847412306}
{'loss': 3.5805, 'grad_norm': 2.824864387512207, 'learning_rate': 1.158962738854283e-05, 'epoch': 0.45024763619990993, 'step': 28000, 'perplexity': 35.891482102426345}
{'eval_loss': 3.571218729019165, 'eval_runtime': 9.0512, 'eval_samples_per_second': 276.206, 'eval_steps_per_second': 34.581, 'epoch': 0.45024763619990993, 'step': 28000}
{'loss': 3.6081, 'grad_norm': 2.354170083999634, 'learning_rate': 1.1464614429012908e-05, 'epoch': 0.4542677043802663, 'step': 28250, 'perplexity': 36.89588399596138}
{'loss': 3.5618, 'grad_norm': 2.765275001525879, 'learning_rate': 1.1339367110319563e-05, 'epoch': 0.45828777256062264, 'step': 28500, 'perplexity': 35.226547898541185}
{'loss': 3.5586, 'grad_norm': 3.103754997253418, 'learning_rate': 1.1213905473817195e-05, 'epoch': 0.46230784074097897, 'step': 28750, 'perplexity': 35.114003112960994}
{'loss': 3.5829, 'grad_norm': 2.869568347930908, 'learning_rate': 1.1088752578960506e-05, 'epoch': 0.4663279089213353, 'step': 29000, 'perplexity': 35.97772510968425}
{'eval_loss': 3.570796012878418, 'eval_runtime': 9.5147, 'eval_samples_per_second': 262.751, 'eval_steps_per_second': 32.896, 'epoch': 0.4663279089213353, 'step': 29000}
{'loss': 3.576, 'grad_norm': 2.401456832885742, 'learning_rate': 1.0962923221317621e-05, 'epoch': 0.47034797710169163, 'step': 29250, 'perplexity': 35.73033328973253}
{'loss': 3.5474, 'grad_norm': 3.639688730239868, 'learning_rate': 1.083693978224817e-05, 'epoch': 0.47436804528204796, 'step': 29500, 'perplexity': 34.72292042923381}
{'loss': 3.554, 'grad_norm': 2.5774316787719727, 'learning_rate': 1.0710822420896297e-05, 'epoch': 0.47838811346240434, 'step': 29750, 'perplexity': 34.95284963580602}
{'loss': 3.5607, 'grad_norm': 2.3373024463653564, 'learning_rate': 1.0584591317835616e-05, 'epoch': 0.48240818164276067, 'step': 30000, 'perplexity': 35.18782000010201}
{'eval_loss': 3.5706048011779785, 'eval_runtime': 10.3813, 'eval_samples_per_second': 240.817, 'eval_steps_per_second': 30.15, 'epoch': 0.48240818164276067, 'step': 30000}
{'loss': 3.5519, 'grad_norm': 2.730958938598633, 'learning_rate': 1.045826667184003e-05, 'epoch': 0.486428249823117, 'step': 30250, 'perplexity': 34.87952566868286}
{'loss': 3.5956, 'grad_norm': 2.7659647464752197, 'learning_rate': 1.0331868696651645e-05, 'epoch': 0.4904483180034733, 'step': 30500, 'perplexity': 36.43755596400894}
{'loss': 3.5796, 'grad_norm': 1.7905104160308838, 'learning_rate': 1.0205417617746289e-05, 'epoch': 0.49446838618382966, 'step': 30750, 'perplexity': 35.859194300224594}
{'loss': 3.5223, 'grad_norm': 2.16847825050354, 'learning_rate': 1.0079439643545418e-05, 'epoch': 0.49848845436418604, 'step': 31000, 'perplexity': 33.8622220776783}
